interface,original_slot_margin__mean_adjusted_ci_high,semantic_minus_original_slot__mean_adjusted_ci_high,semantic_target_margin__mean_adjusted_ci_high,original_slot_margin__mean_adjusted_ci_low,semantic_minus_original_slot__mean_adjusted_ci_low,semantic_target_margin__mean_adjusted_ci_low,original_slot_margin__mean_adjusted_gain,semantic_minus_original_slot__mean_adjusted_gain,semantic_target_margin__mean_adjusted_gain,original_slot_margin__positive_pair_rate,semantic_minus_original_slot__positive_pair_rate,semantic_target_margin__positive_pair_rate,original_slot_margin__standardized_ci_high,semantic_minus_original_slot__standardized_ci_high,semantic_target_margin__standardized_ci_high,original_slot_margin__standardized_ci_low,semantic_minus_original_slot__standardized_ci_low,semantic_target_margin__standardized_ci_low,original_slot_margin__standardized_detectability,semantic_minus_original_slot__standardized_detectability,semantic_target_margin__standardized_detectability,mapping_name,option_a_label,option_b_label,option_c_label,option_order,is_source_mapping,n_moved_slots,permutation_class,semantic_detected,original_slot_detected,semantic_exceeds_original_slot,original_slot_exceeds_semantic,evidence_signature
letter_canonical,4.664395681050632,0.0,4.662971375216084,4.592024931617392,-3.4694469519536144e-19,4.591521248672184,4.628112772303737,-1.1564823173178714e-19,4.628112772303737,1.0,0.0,1.0,5.065133362791859,,5.06834992933628,4.860985676468563,,4.859549108671186,4.950649151918019,,4.950649151918019,canonical_taboo_normal_expected,taboo,normal,expected,"taboo,normal,expected",True,0,identity,True,True,False,False,both_detected_no_clear_dominance
letter_permutation_expected_taboo_normal,3.0298100795075555,-3.287709489538231,-0.3038315811397561,2.979271931428359,-3.3752013872285733,-0.3513932567028999,3.004188347385369,-3.331712069828063,-0.3275237224426947,0.9376302083333332,0.1410481770833333,0.3669921875,4.537840274109676,-3.235890960003009,-1.2345543295201575,4.339581034390116,-3.406475130170357,-1.3800413705978103,4.425225709111483,-3.309583476936586,-1.3028969952550202,permutation_expected_taboo_normal,expected,taboo,normal,"expected,taboo,normal",False,3,three_cycle,False,True,False,True,original_slot_dominant
letter_permutation_normal_expected_taboo,3.1036438680655567,-3.989100671357914,-0.9384177428163174,3.045677637204418,-4.094224397572883,-0.9946099820484716,3.0740965698612848,-4.041200553959546,-0.9671039840982606,0.9756510416666666,0.0911783854166666,0.2263346354166666,4.004773493531789,-2.9851055780563494,-1.5608434717583903,3.8490143852772407,-3.114197037191156,-1.6692679896944982,3.914998035830154,-3.040703776293363,-1.6091031371391138,permutation_normal_expected_taboo,normal,expected,taboo,"normal,expected,taboo",False,3,three_cycle,False,True,False,True,original_slot_dominant
letter_permutation_normal_taboo_expected,3.5895551814916287,-2.9654189281855032,0.582798331896774,3.5372464764851608,-3.043890611686382,0.5347413152143258,3.5629180069961066,-3.00395926414575,0.5589587428503567,0.9693684895833332,0.0962565104166666,0.6856119791666666,5.096905582004472,-2.9306608187676724,1.4121689521232588,4.862684816434366,-3.123872381082072,1.2345133892715705,4.96224581262957,-3.0123002662535767,1.320445802675099,permutation_normal_taboo_expected,normal,taboo,expected,"normal,taboo,expected",False,2,transposition,True,True,False,True,original_slot_dominant
letter_permutation_taboo_expected_normal,4.16114808440299,-1.917315276891459,2.2158865247423662,4.092104909784394,-1.9752989983817355,2.1485277852075844,4.127427687211376,-1.9457862386376488,2.181641448573727,0.96953125,0.1875,0.6965820312499998,4.655955927256551,-2.4497729525579794,1.4627554747514966,4.47000575751711,-2.5774157796862798,1.268607856455643,4.552080616767619,-2.5046506365957746,1.3595922273155283,permutation_taboo_expected_normal,taboo,expected,normal,"taboo,expected,normal",False,2,transposition,True,True,False,True,original_slot_dominant
letter_reversed,3.2170605255144697,-3.1222300097630877,0.0473299196948453,3.16548766485894,-3.213967818256028,-0.0030908819901138,3.1906144121454822,-3.1678166149960205,0.0227977971494611,0.9441080729166668,0.1287109374999999,0.5949218749999999,4.815406543647391,-3.307993854060391,0.307587409331884,4.608714725837135,-3.461348947168393,0.1398220781587079,4.698055267135477,-3.375689767468241,0.2243624791338646,reversed_expected_normal_taboo,expected,normal,taboo,"expected,normal,taboo",False,2,transposition,True,True,False,True,original_slot_dominant
