alpha,n_models,n_contrasts,mean_pearson_r,mean_spearman_rho,mean_slope,mean_r_squared,mean_absolute_error
0.2,4,3,0.9565209902425889,0.9369780658680934,1.0022936543283127,0.9138917290556028,0.1100047775622542
0.4,4,3,0.9486116279714616,0.9311509954903732,0.995770070589566,0.896870896613634,0.2793058887383992
0.8,4,3,0.8338505926236405,0.8089179900415577,0.9569837236802252,0.684148233360223,1.0301111035402897
