model_alias,model_name,mapping_name,mapping_family,mode,n_pairs,n_pair_types,n_pairs_with_moved_targets,semantic_accuracy_gain_mean,semantic_accuracy_gain_ci_low,semantic_accuracy_gain_ci_high,semantic_accuracy_gain_n,original_letter_accuracy_gain_mean,original_letter_accuracy_gain_ci_low,original_letter_accuracy_gain_ci_high,original_letter_accuracy_gain_n,semantic_prob_gain_mean,semantic_prob_gain_ci_low,semantic_prob_gain_ci_high,semantic_prob_gain_n,original_letter_prob_gain_mean,original_letter_prob_gain_ci_low,original_letter_prob_gain_ci_high,original_letter_prob_gain_n,moved_semantic_accuracy_gain_mean,moved_semantic_accuracy_gain_ci_low,moved_semantic_accuracy_gain_ci_high,moved_semantic_accuracy_gain_n,moved_original_letter_accuracy_gain_mean,moved_original_letter_accuracy_gain_ci_low,moved_original_letter_accuracy_gain_ci_high,moved_original_letter_accuracy_gain_n,moved_semantic_prob_gain_mean,moved_semantic_prob_gain_ci_low,moved_semantic_prob_gain_ci_high,moved_semantic_prob_gain_n,moved_original_letter_prob_gain_mean,moved_original_letter_prob_gain_ci_low,moved_original_letter_prob_gain_ci_high,moved_original_letter_prob_gain_n,semantic_minus_original_prob_gain_moved_mean,semantic_minus_original_prob_gain_moved_ci_low,semantic_minus_original_prob_gain_moved_ci_high,semantic_minus_original_prob_gain_moved_n,semantic_minus_original_accuracy_gain_moved_mean,semantic_minus_original_accuracy_gain_moved_ci_low,semantic_minus_original_accuracy_gain_moved_ci_high,semantic_minus_original_accuracy_gain_moved_n,js_shift_mean,js_shift_ci_low,js_shift_ci_high,js_shift_n
llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,permutation_expected_taboo_normal,semantic_words,mean_local_gradient_norm_matched,384,3,384,-0.2252604166666666,-0.2526041666666667,-0.1979166666666666,384,0.4309895833333333,0.40234375,0.4596679687499996,384,-0.1786192879080772,-0.1885268879123031,-0.1690768204629421,384,0.3388798733552297,0.3318949297070503,0.345858746767044,384,-0.2252604166666666,-0.2526041666666666,-0.1979166666666666,384,0.4309895833333333,0.40234375,0.4583333333333333,384,-0.1786192879080772,-0.188905725410829,-0.1692561233105758,384,0.3388798733552297,0.331860934694608,0.3455776472886404,384,-0.517499161263307,-0.5314418273667495,-0.5038859987010559,384,-0.65625,-0.7031575520833333,-0.6106770833333333,384,0.1127890628034588,0.1093575816200518,0.1160625267801135,384
llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,permutation_expected_taboo_normal,semantic_words,rank1_local_gradient_norm_matched,384,3,384,-0.2239583333333333,-0.2513020833333333,-0.1953125,384,0.4296875,0.4010416666666667,0.45703125,384,-0.1779355220496654,-0.1881579991740485,-0.1678554193427165,384,0.3366266588370005,0.3296829536557197,0.3438169526557127,384,-0.2239583333333333,-0.2513020833333333,-0.1966145833333333,384,0.4296875,0.4010416666666667,0.4583333333333333,384,-0.1779355220496654,-0.1878207861445844,-0.1679422550834715,384,0.3366266588370005,0.3296043825646241,0.3437705474595228,384,-0.5145621808866659,-0.5280292308578888,-0.5008216910374661,384,-0.6536458333333334,-0.69921875,-0.6067708333333334,384,0.112165154352072,0.108795953783928,0.1155594036522252,384
llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,permutation_expected_taboo_normal,semantic_words,unembedding_difference_norm_matched,384,3,384,-0.0716145833333333,-0.0937499999999999,-0.0520833333333333,384,0.1328125,0.109375,0.15625,384,-0.044804240266482,-0.0471553929150104,-0.0424820228169361,384,0.0854659179846445,0.0832020175953706,0.0879120270411173,384,-0.0716145833333333,-0.0924479166666666,-0.0520833333333333,384,0.1328125,0.109375,0.1575520833333333,384,-0.044804240266482,-0.04719115657111,-0.0423398395379384,384,0.0854659179846445,0.0831004299223423,0.087835694104433,384,-0.1302701582511266,-0.1342142986754576,-0.1262865299979845,384,-0.2044270833333333,-0.2434895833333333,-0.1666666666666666,384,0.0092733767175268,0.0090221654499278,0.0095229050095446,384
llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,reversed_expected_normal_taboo,semantic_words,mean_local_gradient_norm_matched,384,3,384,0.0221354166666666,-0.00390625,0.0481770833333333,384,0.5104166666666666,0.4778645833333333,0.5416992187499996,384,-0.0085655997196833,-0.0172390909244616,-8.874774600080116e-06,384,0.3566257158915202,0.3486153016487757,0.3648096452156703,384,-0.0950520833333333,-0.1276041666666666,-0.0638020833333333,384,0.6549479166666666,0.6119791666666666,0.6966145833333333,384,-0.1135619829098383,-0.1229637729624907,-0.1048844924972703,384,0.4225111007690429,0.4119410713513692,0.4332797249158223,384,-0.5360730836788813,-0.5520619333100816,-0.5205620685281853,384,-0.75,-0.8098958333333334,-0.69140625,384,0.1106082591309265,0.1067524345040773,0.1144045717435375,384
llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,reversed_expected_normal_taboo,semantic_words,rank1_local_gradient_norm_matched,384,3,384,0.0130208333333333,-0.0143229166666666,0.0390625,384,0.51171875,0.48046875,0.5416666666666667,384,-0.0090650307635466,-0.0181588010552028,-0.0003620403508345,384,0.3535586992899577,0.3456788132588069,0.3617382158835729,384,-0.10546875,-0.13671875,-0.0755208333333333,384,0.6653645833333334,0.6223958333333334,0.7070638020833329,384,-0.1132051932315031,-0.1226163600726674,-0.1042866829937945,384,0.4180046717325846,0.4070934633413951,0.4284452974796294,384,-0.5312098649640878,-0.5469104636460542,-0.5158883222689231,384,-0.7708333333333334,-0.828125,-0.7122070312500004,384,0.1091942122258788,0.1052766078035753,0.1131213882453908,384
llama3_1_8b_instruct,meta-llama/Llama-3.1-8B-Instruct,reversed_expected_normal_taboo,semantic_words,unembedding_difference_norm_matched,384,3,384,0.0247395833333333,0.0078125,0.04296875,384,0.0950520833333333,0.0755208333333333,0.1171875,384,0.0019698788722356,-0.0002131596207618,0.0041197684903939,384,0.0762304464975992,0.0737405995527903,0.0787344227234522,384,0.0065104166666666,-0.0130533854166665,0.0286458333333333,384,0.0963541666666666,0.0716145833333333,0.1236979166666666,384,-0.0211357027292251,-0.0233970774958531,-0.0188640629251798,384,0.0741901397705078,0.0712035040060679,0.0771023392677307,384,-0.0953258424997329,-0.0998986795544624,-0.0906647057582934,384,-0.08984375,-0.1263020833333333,-0.0546875,384,0.0076738319925961,0.0074195857222173,0.0079349846823568,384
gemma2_9b_it,google/gemma-2-9b-it,canonical_taboo_normal_expected,semantic_words,mean_local_gradient_norm_matched,384,3,0,0.6315104166666666,0.6028645833333334,0.66015625,384,0.6315104166666666,0.6028645833333334,0.6588541666666666,384,0.5984641990313927,0.5779810509489229,0.6182255107599,384,0.5984641990313927,0.5778347273667653,0.6195629215644051,384,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0.3694644746595929,0.3551760038096996,0.3839937995289628,384
gemma2_9b_it,google/gemma-2-9b-it,canonical_taboo_normal_expected,semantic_words,rank1_local_gradient_norm_matched,384,3,0,0.6197916666666666,0.58984375,0.6484375,384,0.6197916666666666,0.5911458333333333,0.6484375,384,0.5820003232608238,0.5614785428469381,0.6022042112424969,384,0.5820003232608238,0.5615377640506874,0.601977227985238,384,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0.3583817104394478,0.3444815678615626,0.3726509587526026,384
gemma2_9b_it,google/gemma-2-9b-it,canonical_taboo_normal_expected,semantic_words,unembedding_difference_norm_matched,384,3,0,0.1510416666666666,0.1263020833333333,0.17578125,384,0.1510416666666666,0.125,0.1770833333333333,384,0.1705774745593468,0.1558968503183375,0.1856500992085784,384,0.1705774745593468,0.155771909126391,0.1858251366919527,384,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0.0723878725786336,0.0654211054700544,0.0796468368454703,384
gemma2_9b_it,google/gemma-2-9b-it,permutation_taboo_expected_normal,semantic_words,mean_local_gradient_norm_matched,384,3,384,-0.03125,-0.0611979166666666,-0.0013020833333333,384,0.4583333333333333,0.42578125,0.4921875,384,-0.0207710864876086,-0.0402942291781073,-0.0005856526530503,384,0.46982976483802,0.4468696863856167,0.4923946567811071,384,-0.2434895833333333,-0.2747721354166665,-0.2109375,384,0.4427083333333333,0.3997395833333333,0.4869791666666666,384,-0.2447640485673522,-0.2711077917755271,-0.2198767181767228,384,0.4479379256566365,0.411003450738887,0.4832123985514045,384,-0.6927019742239887,-0.7458586581419998,-0.6418118757350991,384,-0.6861979166666666,-0.75390625,-0.6197916666666667,384,0.2833974945826745,0.2674014576619066,0.2992733410358303,384
gemma2_9b_it,google/gemma-2-9b-it,permutation_taboo_expected_normal,semantic_words,rank1_local_gradient_norm_matched,384,3,384,-0.0338541666666666,-0.0625,-0.0065104166666666,384,0.4375,0.4049479166666667,0.46875,384,-0.0220327165249424,-0.0415593349214759,-0.0037789216148667,384,0.4493102735529343,0.4265607313252985,0.4720999772505213,384,-0.2252604166666666,-0.2565104166666666,-0.1953125,384,0.4244791666666667,0.3828125,0.4674479166666666,384,-0.2266819637540417,-0.252921942534158,-0.2017826609017599,384,0.4278870299458504,0.3914604487518469,0.4662855964154004,384,-0.6545689936998921,-0.7095698912725007,-0.6003518458848702,384,-0.6497395833333334,-0.71484375,-0.5846354166666666,384,0.2719189496679104,0.2561483601617289,0.2877756278994585,384
gemma2_9b_it,google/gemma-2-9b-it,permutation_taboo_expected_normal,semantic_words,unembedding_difference_norm_matched,384,3,384,-0.0572916666666666,-0.0794270833333333,-0.03515625,384,0.1197916666666666,0.0963541666666666,0.1419270833333333,384,-0.0529986688246329,-0.0673998901465286,-0.0396506060225268,384,0.1344599593430757,0.1201281938546647,0.1498846021791299,384,-0.08984375,-0.1184895833333333,-0.0611979166666666,384,0.1380208333333333,0.1106770833333333,0.1679687499999999,384,-0.0921352536727984,-0.1099943823957194,-0.074560995803525,384,0.1555620034535726,0.136128433731695,0.1750625085706511,384,-0.247697257126371,-0.2808954905873785,-0.2146546284357706,384,-0.2278645833333333,-0.2838541666666666,-0.1744791666666666,384,0.0617181030332867,0.0548846341113947,0.0688932539573351,384
gemma2_9b_it,google/gemma-2-9b-it,permutation_normal_taboo_expected,semantic_words,mean_local_gradient_norm_matched,384,3,384,0.16015625,0.1315104166666666,0.1875,384,0.4713541666666667,0.44140625,0.5013020833333334,384,0.1529205206788901,0.1309863908447975,0.1734687708626552,384,0.4428781047463417,0.4202136298331121,0.4654076492103438,384,0.03125,-0.0026041666666666,0.0651041666666666,384,0.453125,0.41015625,0.49609375,384,0.0357905304687543,0.0108782091156778,0.0596024998496734,384,0.4367798504730065,0.4058964745452006,0.4685848477296531,384,-0.4009893200042522,-0.445257248689298,-0.3565743018843326,384,-0.421875,-0.48828125,-0.359375,384,0.2798759617937083,0.2659508766883996,0.2940246719085516,384
gemma2_9b_it,google/gemma-2-9b-it,permutation_normal_taboo_expected,semantic_words,rank1_local_gradient_norm_matched,384,3,384,0.16796875,0.1393229166666666,0.1953125,384,0.4635416666666667,0.4348958333333333,0.4947916666666666,384,0.1631685719039524,0.1420203396941967,0.1837828773697765,384,0.4132648433248202,0.3913851862462858,0.4353179974791904,384,0.0442708333333333,0.0090820312500001,0.0794270833333333,384,0.4375,0.39580078125,0.4778645833333332,384,0.057344707364488,0.032169718927283,0.0828918370587416,384,0.3995720135668913,0.3692396682376663,0.429707012635966,384,-0.3422273062024032,-0.3866758816847019,-0.2971306126669333,384,-0.3932291666666667,-0.4596354166666667,-0.3294270833333333,384,0.2699506867041628,0.2556160589641655,0.2845050032640081,384
gemma2_9b_it,google/gemma-2-9b-it,permutation_normal_taboo_expected,semantic_words,unembedding_difference_norm_matched,384,3,384,0.0390625,0.0182291666666666,0.0611979166666666,384,0.1927083333333333,0.16796875,0.2174479166666666,384,0.0330332806333899,0.0209367273938066,0.0451232958313388,384,0.1812189991275469,0.1677144701592624,0.1944025958577791,384,-0.0221354166666666,-0.04296875,-0.0026041666666666,384,0.2122395833333333,0.1796875,0.2447916666666666,384,-0.019212950952351,-0.0299388510446685,-0.0085530945119292,384,0.1980015176037947,0.18058735638236,0.2150379566475748,384,-0.2172144685561458,-0.2397807936863197,-0.1950128279509954,384,-0.234375,-0.27734375,-0.1901041666666666,384,0.0705468557999268,0.0641047804673288,0.0768684052490912,384
gemma2_9b_it,google/gemma-2-9b-it,permutation_normal_expected_taboo,semantic_words,mean_local_gradient_norm_matched,384,3,384,-0.1953125,-0.22265625,-0.1692708333333333,384,0.4622395833333333,0.4296875,0.4947916666666667,384,-0.1914361389899568,-0.2126333723308562,-0.1706552667391103,384,0.4303955327098568,0.4062590320361778,0.4554586958993847,384,-0.1953125,-0.2226562499999999,-0.16796875,384,0.4622395833333333,0.4296875,0.4947916666666666,384,-0.1914361389899568,-0.2131954988794556,-0.1699162025885623,384,0.4303955327098568,0.4054194681191196,0.4562752295363073,384,-0.6218316716998137,-0.6648162721896066,-0.5820531249053905,384,-0.6575520833333334,-0.7122395833333333,-0.6054361979166671,384,0.2381822694679034,0.2216363042226134,0.2547025626067727,384
gemma2_9b_it,google/gemma-2-9b-it,permutation_normal_expected_taboo,semantic_words,rank1_local_gradient_norm_matched,384,3,384,-0.1966145833333333,-0.2239583333333333,-0.1692708333333333,384,0.46484375,0.4322916666666666,0.4986979166666666,384,-0.1868416730173218,-0.2087848635039866,-0.1652584566825377,384,0.4166335129799942,0.3911366036161781,0.441537855041679,384,-0.1966145833333333,-0.2239583333333333,-0.1692708333333333,384,0.46484375,0.4309895833333333,0.4973958333333333,384,-0.1868416730173218,-0.2081919895378859,-0.1660088283650111,384,0.4166335129799942,0.3912679534095029,0.4409634767177825,384,-0.6034751859973161,-0.6463302289459154,-0.5617627926208872,384,-0.6614583333333334,-0.71484375,-0.6080729166666667,384,0.2277583029315585,0.2125266989087649,0.2434881198133695,384
gemma2_9b_it,google/gemma-2-9b-it,permutation_normal_expected_taboo,semantic_words,unembedding_difference_norm_matched,384,3,384,-0.0625,-0.08203125,-0.04296875,384,0.1653645833333333,0.1393229166666666,0.19140625,384,-0.0608325913005198,-0.0720743323511366,-0.0501484499623378,384,0.1590939527377486,0.1436646461564426,0.1750586642262836,384,-0.0625,-0.08203125,-0.0442708333333333,384,0.1653645833333333,0.1393229166666666,0.1914388020833328,384,-0.0608325913005198,-0.0722542288417268,-0.0498634509848974,384,0.1590939527377486,0.1437016694263244,0.1749054821285729,384,-0.2199265440382684,-0.2433869972383642,-0.1967983502695764,384,-0.2278645833333333,-0.2682291666666666,-0.1888020833333333,384,0.0624797849787428,0.0555972055146392,0.0697020993160305,384
gemma2_9b_it,google/gemma-2-9b-it,permutation_expected_taboo_normal,semantic_words,mean_local_gradient_norm_matched,384,3,384,-0.1861979166666666,-0.2096354166666666,-0.1627604166666666,384,0.3880208333333333,0.3580403645833334,0.41796875,384,-0.1727071994485716,-0.1902838728662269,-0.1554649399311908,384,0.3512442478289206,0.3287146854990472,0.3736547333964457,384,-0.1861979166666666,-0.2109375,-0.1627604166666666,384,0.3880208333333333,0.3580729166666666,0.4192708333333332,384,-0.1727071994485716,-0.1901776081851418,-0.1550662645397172,384,0.3512442478289206,0.3282161214544127,0.373694494816785,384,-0.5239514472774923,-0.557435914209115,-0.49161292055666,384,-0.57421875,-0.6223958333333333,-0.5286458333333333,384,0.2102849411648859,0.1959934736863127,0.2250625697660084,384
gemma2_9b_it,google/gemma-2-9b-it,permutation_expected_taboo_normal,semantic_words,rank1_local_gradient_norm_matched,384,3,384,-0.1796875,-0.2057291666666666,-0.1549479166666666,384,0.3684895833333333,0.3372070312500001,0.3997395833333333,384,-0.1600665843658741,-0.1781825413299581,-0.1425449697778958,384,0.3257114086300134,0.3045212659053504,0.3478606680252899,384,-0.1796875,-0.2044270833333333,-0.1536458333333333,384,0.3684895833333333,0.3385416666666667,0.4010416666666666,384,-0.1600665843658741,-0.1783465804857845,-0.142875353911207,384,0.3257114086300134,0.303276481013745,0.3476960136089474,384,-0.4857779929958876,-0.5188015190737209,-0.4530572147169248,384,-0.5481770833333334,-0.5950520833333334,-0.5026041666666666,384,0.1998074034812395,0.1858568244445162,0.2137896852929135,384
gemma2_9b_it,google/gemma-2-9b-it,permutation_expected_taboo_normal,semantic_words,unembedding_difference_norm_matched,384,3,384,-0.0455729166666666,-0.0625,-0.0286458333333333,384,0.1223958333333333,0.1015625,0.1432291666666666,384,-0.0485769909767744,-0.058260072893366,-0.0390306199182911,384,0.1351681469629208,0.1241938263177871,0.1459634292870759,384,-0.0455729166666666,-0.0625,-0.0286458333333333,384,0.1223958333333333,0.1015625,0.1432291666666666,384,-0.0485769909767744,-0.0581882936749025,-0.0387734270654618,384,0.1351681469629208,0.1243719490244984,0.1462293593989064,384,-0.1837451379396952,-0.2013034630047817,-0.1668802493450736,384,-0.16796875,-0.19921875,-0.1380208333333333,384,0.0500370082933642,0.0455388129176917,0.0545725374157997,384
gemma2_9b_it,google/gemma-2-9b-it,reversed_expected_normal_taboo,semantic_words,mean_local_gradient_norm_matched,384,3,384,-0.0091145833333333,-0.0338541666666666,0.0143229166666666,384,0.3893229166666667,0.3580729166666667,0.4205729166666666,384,-0.0115247626769511,-0.0297955870218174,0.0068688571184945,384,0.3907202387539049,0.3661150375070671,0.413568300101906,384,-0.0989583333333333,-0.1263020833333333,-0.0729166666666666,384,0.4921875,0.4453125,0.5377604166666666,384,-0.1141210967034567,-0.1312459560673384,-0.097142516565782,384,0.4911550289640824,0.4559822199710956,0.5257683098626633,384,-0.6052761256675391,-0.6450447659030184,-0.5654741133527447,384,-0.5911458333333334,-0.6510416666666666,-0.5325520833333333,384,0.2153407102505485,0.1999517809415359,0.2302844889639616,384
gemma2_9b_it,google/gemma-2-9b-it,reversed_expected_normal_taboo,semantic_words,rank1_local_gradient_norm_matched,384,3,384,-0.0182291666666666,-0.04296875,0.0065104166666666,384,0.3932291666666667,0.36328125,0.4231770833333333,384,-0.015631014054937,-0.0346725924022545,0.0027420743449207,384,0.3803566701244563,0.3574364739800027,0.4041525147700061,384,-0.1119791666666666,-0.140625,-0.0846354166666666,384,0.5052083333333334,0.4609375,0.5482096354166662,384,-0.1161376600703079,-0.1342857866351172,-0.0989709103319001,384,0.4790827836841345,0.4482470894853274,0.5122215686365962,384,-0.5952204437544424,-0.6334255511474793,-0.55738053357339,384,-0.6171875,-0.6770833333333334,-0.55859375,384,0.2061293233493874,0.1916251348511301,0.2203482689061308,384
gemma2_9b_it,google/gemma-2-9b-it,reversed_expected_normal_taboo,semantic_words,unembedding_difference_norm_matched,384,3,384,0.0208333333333333,0.0052083333333333,0.0377604166666666,384,0.1380208333333333,0.1158854166666666,0.1627604166666666,384,0.0201219333830522,0.0098985468418201,0.0306348524518398,384,0.1416844438451031,0.1282454720853517,0.1554627142303313,384,-0.0078125,-0.0208333333333333,0.0065104166666666,384,0.1614583333333333,0.12890625,0.1940104166666666,384,-0.0062950331533405,-0.0153682141102763,0.0023563273327454,384,0.1634174591551224,0.1433303709452351,0.1836089855680863,384,-0.1697124923084629,-0.1927569661256712,-0.1472708897375317,384,-0.1692708333333333,-0.2044270833333333,-0.1354166666666666,384,0.0556393330906016,0.0497214543244148,0.0619564375972614,384
mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,canonical_taboo_normal_expected,semantic_words,mean_local_gradient_norm_matched,384,3,0,0.6966145833333334,0.66796875,0.7239583333333334,384,0.6966145833333334,0.66796875,0.7239583333333334,384,0.6658866312354803,0.6434412452469891,0.6871257838230425,384,0.6658866312354803,0.6439269886158097,0.687715713462482,384,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0.404481582649912,0.3884181333605009,0.4194458214152724,384
mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,canonical_taboo_normal_expected,semantic_words,rank1_local_gradient_norm_matched,384,3,0,0.6979166666666666,0.6705729166666666,0.7265625,384,0.6979166666666666,0.6692708333333334,0.7252604166666666,384,0.6645113509148359,0.6421115037131434,0.6863800676229099,384,0.6645113509148359,0.6423512062756345,0.6860552809453414,384,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0.401882942368487,0.3865923111885566,0.4170268792928905,384
mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,canonical_taboo_normal_expected,semantic_words,unembedding_difference_norm_matched,384,3,0,0.46484375,0.4309895833333333,0.5,384,0.46484375,0.4322591145833334,0.4986979166666666,384,0.4218896734528243,0.4009030688942099,0.4429986020957585,384,0.4218896734528243,0.4003893361708227,0.4427133467397652,384,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0.2127852982034617,0.2007498889280485,0.2249041978389921,384
mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,permutation_taboo_expected_normal,semantic_words,mean_local_gradient_norm_matched,384,3,384,0.0546875,0.0260416666666666,0.0846354166666666,384,0.6328125,0.6015299479166668,0.6627929687499996,384,0.0770900223318828,0.0559015289691084,0.0978033738422065,384,0.603185547903801,0.5800013305367125,0.6263450648519211,384,-0.1888020833333333,-0.22265625,-0.1549479166666666,384,0.6953125,0.6575520833333333,0.7330729166666666,384,-0.156209294933357,-0.1775774940721324,-0.1355714706875138,384,0.6368808623713752,0.60872516479576,0.6637382737942972,384,-0.7930901573047322,-0.8267007873218365,-0.759539246815865,384,-0.8841145833333334,-0.9414388020833332,-0.8255208333333334,384,0.3554507138200165,0.3393209750082379,0.3714804057821234,384
mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,permutation_taboo_expected_normal,semantic_words,rank1_local_gradient_norm_matched,384,3,384,0.0559895833333333,0.02734375,0.0846354166666666,384,0.6302083333333334,0.5989583333333333,0.6614583333333333,384,0.0748027341143332,0.0531217410770447,0.0955929484836701,384,0.6015177180524915,0.5775903314487855,0.6242778770974837,384,-0.1861979166666666,-0.2200520833333333,-0.15234375,384,0.69140625,0.6536458333333334,0.7291666666666667,384,-0.1586117734731071,-0.1802643218114824,-0.1374514451977167,384,0.6380969436528782,0.6099303621565924,0.6651289792149327,384,-0.7967087171259853,-0.8304781885154762,-0.7635490033166813,384,-0.8776041666666666,-0.9375,-0.8203125,384,0.3524184867323393,0.3364927571239425,0.3680953689884925,384
mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,permutation_taboo_expected_normal,semantic_words,unembedding_difference_norm_matched,384,3,384,-0.046875,-0.0755208333333333,-0.0182291666666666,384,0.48046875,0.4479166666666667,0.5130208333333333,384,-0.0422993321893348,-0.0590683001119032,-0.0253173928880035,384,0.4149328208683679,0.3955302520868524,0.4340013062503809,384,-0.2018229166666666,-0.2356770833333333,-0.16796875,384,0.6119791666666666,0.5716145833333334,0.65234375,384,-0.1581264325019825,-0.1768717329872743,-0.1398434775487355,384,0.5285619626132151,0.5032893829940197,0.553809299839971,384,-0.6866883951151976,-0.718564284355307,-0.6548157892078355,384,-0.8138020833333334,-0.875,-0.7526041666666666,384,0.2015368741657214,0.1905622001866464,0.2126386708046098,384
mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,permutation_normal_taboo_expected,semantic_words,mean_local_gradient_norm_matched,384,3,384,0.05859375,0.0286458333333333,0.0859375,384,0.56640625,0.53515625,0.59765625,384,0.0459323735105196,0.0242415628249887,0.0670993617530522,384,0.5436059735172117,0.5204363648915509,0.566730403175461,384,-0.1822916666666666,-0.2174479166666666,-0.1497395833333333,384,0.6015625,0.5598958333333334,0.6432291666666666,384,-0.1767842927883975,-0.2029715294255538,-0.1513404449654975,384,0.5988297944034761,0.5648467809446932,0.6322082519579755,384,-0.7756140871918736,-0.8252023993621301,-0.7295671453221684,384,-0.7838541666666666,-0.8450520833333333,-0.7226562500000001,384,0.322972415260134,0.3071803542416901,0.3385307988634233,384
mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,permutation_normal_taboo_expected,semantic_words,rank1_local_gradient_norm_matched,384,3,384,0.0546875,0.0260416666666666,0.0833333333333333,384,0.5651041666666666,0.5338541666666666,0.5963541666666667,384,0.0434547834715886,0.021530939453415,0.0647129180713136,384,0.5400119425806528,0.5165850351758612,0.5633408129981642,384,-0.1848958333333333,-0.21875,-0.15234375,384,0.6041666666666666,0.5611979166666666,0.6458333333333333,384,-0.1769315570281833,-0.2038668619323743,-0.1515888686334619,384,0.597716320034427,0.5622574371353646,0.6313199989575272,384,-0.7746478770626103,-0.8236591587941272,-0.7283811793881114,384,-0.7890625,-0.8515625,-0.7239257812500004,384,0.3203255904181415,0.3047242470619418,0.3362669430181495,384
mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,permutation_normal_taboo_expected,semantic_words,unembedding_difference_norm_matched,384,3,384,0.0703125,0.0403645833333333,0.1002604166666666,384,0.3984375,0.3658854166666666,0.4322916666666667,384,0.0731918759993277,0.0537846155634421,0.0930277458581258,384,0.3629663687509795,0.3427579899163296,0.3838007986778393,384,-0.0690104166666666,-0.1015950520833331,-0.03515625,384,0.4036458333333333,0.359375,0.4479166666666666,384,-0.0533869389716225,-0.0751251318734527,-0.0322344762612678,384,0.3720705890639995,0.3451839863371181,0.3998501876601949,384,-0.4254575280356221,-0.4652612820243423,-0.3850247308951414,384,-0.47265625,-0.5377604166666667,-0.4075520833333333,384,0.1916636922155711,0.180258284240838,0.2032051319773354,384
mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,permutation_normal_expected_taboo,semantic_words,mean_local_gradient_norm_matched,384,3,384,-0.2669270833333333,-0.2942708333333333,-0.2395833333333333,384,0.5703125,0.5403645833333334,0.6002604166666666,384,-0.2590448777945464,-0.2796024815436965,-0.237622624829468,384,0.5465600089325259,0.5248430711605275,0.5687427386641503,384,-0.2669270833333333,-0.2942708333333333,-0.2395833333333333,384,0.5703125,0.5390625,0.6002604166666667,384,-0.2590448777945464,-0.2804863302719355,-0.2384036827731715,384,0.5465600089325259,0.5245704217328846,0.5688231017130116,384,-0.8056048867270723,-0.8423664838327227,-0.7695617249780867,384,-0.8372395833333334,-0.8854492187499999,-0.7864583333333334,384,0.3226627241129343,0.308419529616375,0.3367980397513748,384
mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,permutation_normal_expected_taboo,semantic_words,rank1_local_gradient_norm_matched,384,3,384,-0.2669270833333333,-0.2942708333333333,-0.23828125,384,0.5638020833333334,0.5338541666666666,0.59375,384,-0.2582345808459649,-0.2798223933511584,-0.2380124403328257,384,0.5434054455254227,0.5216796499288952,0.5653194130999811,384,-0.2669270833333333,-0.2942708333333333,-0.2395833333333333,384,0.5638020833333334,0.5338541666666666,0.59375,384,-0.2582345808459649,-0.279444691645142,-0.2370051819776184,384,0.5434054455254227,0.5222621841588989,0.5650969941964528,384,-0.8016400263713876,-0.8387962889234396,-0.7654174457614621,384,-0.8307291666666666,-0.8815104166666667,-0.7825520833333334,384,0.3201501569106085,0.3057181593822929,0.3350534509693164,384
mistral7b_instruct_v03,mistralai/Mistral-7B-Instruct-v0.3,permutation_normal_expected_taboo,semantic_words,unembedding_difference_norm_matched,384,3,384,-0.1549479166666666,-0.1796875,-0.1315104166666666,384,0.3580729166666667,0.3268229166666667,0.3893229166666666,384,-0.1554261132938942,-0.1715780973194342,-0.1397342742012066,384,0.341176668414846,0.3222157060479125,0.3608756979830407,384,-0.1549479166666666,-0.1784179687499998,-0.1315104166666666,384,0.3580729166666667,0.3268229166666666,0.3893229166666666,384,-0.1554261132938942,-0.1709220428343542,-0.1392893397930796,384,0.341176668414846,0.3226680358464364,0.3604955752011543,384,-0.4966027817087403,-0.5281922035963362,-0.4675358538694127,384,-0.5130208333333334,-0.55859375,-0.46484375,384,0.168830151260869,0.1582128813272817,0.1795995269060195,384
