metric,model_alias,model_name,pair_type,interface,random_seed,n_pairs,mean_adjusted_gain,adjusted_gain_sd,positive_pair_rate,standardized_detectability
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_permutation_normal_expected_taboo,47,512,1.2919397819011162,1.0523733820820214,0.9609375,1.227643917926863
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_permutation_normal_expected_taboo,71,512,1.6216355142338823,0.860000298646173,1.0,1.8856220361628808
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_permutation_normal_expected_taboo,101,512,1.4633981056977063,0.906863379301489,1.0,1.6136919177670268
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_permutation_normal_taboo_expected,13,512,2.3263437390948334,0.4958811834515809,1.0,4.691332957831386
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_permutation_normal_taboo_expected,29,512,3.180436602483193,0.565112544235524,1.0,5.627970277647333
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_permutation_normal_taboo_expected,47,512,3.1356262238696218,0.6452676739755298,1.0,4.859419354685561
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_permutation_normal_taboo_expected,71,512,3.0183145344878235,0.5890614004658573,1.0,5.123938747473182
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_permutation_normal_taboo_expected,101,512,3.053139543471237,0.5954066498627244,1.0,5.127822378495709
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_permutation_taboo_expected_normal,13,512,0.5677614311377207,1.1313558946376996,0.66015625,0.5018415812643449
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_permutation_taboo_expected_normal,29,512,0.5987107853094736,1.379213323036912,0.62890625,0.4340958539982507
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_permutation_taboo_expected_normal,47,512,0.5251984279602766,1.5812605709401464,0.595703125,0.3321390779054316
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_permutation_taboo_expected_normal,71,512,0.6035639274244508,1.5198130127225278,0.6171875,0.3971303853644813
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_permutation_taboo_expected_normal,101,512,0.7088970110441247,1.3427618905839085,0.669921875,0.5279394775911136
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_reversed,13,512,4.594791473976026,0.6870114174942188,1.0,6.688086044821361
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_reversed,29,512,3.908463544677943,0.6625835001598049,1.0,5.898824138746711
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_reversed,47,512,4.319237282654892,0.6772228666570825,1.0,6.377866866745912
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_reversed,71,512,4.477575458120555,0.7882631145252494,1.0,5.680305694396576
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,normal_vs_expected,letter_reversed,101,512,4.206032856212308,0.7478357325344273,1.0,5.624273718451504
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_canonical,13,512,7.948213844560087,2.0377280139105403,1.0,3.900527347271885
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_canonical,29,512,7.727222669559221,1.925146096313926,1.0,4.013837019618678
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_canonical,47,512,7.646063056774437,2.000292863621251,1.0,3.8224717969209303
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_canonical,71,512,8.097276225375632,2.17868896248336,1.0,3.716582020109021
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_canonical,101,512,7.517796630039811,1.8842183485315165,1.0,3.989875502432549
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_expected_taboo_normal,13,512,5.051909163904687,1.0948493674168964,1.0,4.614250429557971
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_expected_taboo_normal,29,512,4.549984872651597,0.9627129173178656,1.0,4.726211512075616
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_expected_taboo_normal,47,512,4.455195000084738,1.0060263751946574,1.0,4.428507154419979
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_expected_taboo_normal,71,512,5.101819380186498,1.1358513792079497,1.0,4.491625817934114
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_expected_taboo_normal,101,512,4.751812074022989,0.9923283234562076,1.0,4.788548267445166
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_normal_expected_taboo,13,512,0.7222951122093946,1.4275279143778756,0.736328125,0.5059761738698992
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_normal_expected_taboo,29,512,0.5827425366733223,1.3296176810367684,0.693359375,0.438278269749639
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_normal_expected_taboo,47,512,0.5311625332105905,1.3508791072658997,0.6796875,0.393197681682732
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_normal_expected_taboo,71,512,1.1189226910937575,1.32849676974316,0.81640625,0.8422472049443376
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_normal_expected_taboo,101,512,1.2800700809651364,1.256028891181168,0.84375,1.019140634385695
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_normal_taboo_expected,13,512,6.732114923497041,0.7907186494636183,1.0,8.51391949344277
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_normal_taboo_expected,29,512,6.477920624427497,0.7657166016986608,1.0,8.459945376731966
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_normal_taboo_expected,47,512,6.205476322211325,0.7348410060049219,1.0,8.444651661382329
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_normal_taboo_expected,71,512,6.745824990483622,0.7829421531091381,1.0,8.615994123825505
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_normal_taboo_expected,101,512,6.215655921337505,0.7801451856677251,1.0,7.967306644362017
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_taboo_expected_normal,13,512,6.4794324757531285,1.5630358044274029,1.0,4.14541526009814
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_taboo_expected_normal,29,512,5.87522784837832,1.4286383983383764,1.0,4.1124667062089975
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_taboo_expected_normal,47,512,5.957277650013566,1.4792070001908362,1.0,4.027345496096897
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_taboo_expected_normal,71,512,6.7103986432775855,1.7576590450770555,1.0,3.817804517931066
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_permutation_taboo_expected_normal,101,512,5.990267306255798,1.4954670439496405,1.0,4.005616392879547
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_reversed,13,512,-0.7378256083466113,1.8839866577382396,0.30078125,-0.3916299541273739
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_reversed,29,512,-0.9235384894224504,1.6195260519493155,0.25390625,-0.5702523206161758
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_reversed,47,512,-0.8719504126347601,1.7345897356914306,0.275390625,-0.5026839457730269
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_reversed,71,512,-0.2021645625742773,1.903806404575532,0.419921875,-0.1061896640795004
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_expected,letter_reversed,101,512,0.0148603060903648,1.56464572891349,0.4453125,0.0094975532261121
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_canonical,13,512,6.315501741754512,1.5936323110020407,1.0,3.962960400685817
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_canonical,29,512,7.364620321430266,1.6218985149016352,1.0,4.540740529549665
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_canonical,47,512,6.193562486208975,1.5974602770003332,1.0,3.8771308278407246
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_canonical,71,512,6.61533119653662,1.802117115524036,1.0,3.67086641570071
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_canonical,101,512,6.945219098279874,1.8523637779438973,1.0,3.749381833620709
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_expected_taboo_normal,13,512,-0.6376176311944922,1.1877385349890954,0.271484375,-0.536833328557742
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_expected_taboo_normal,29,512,0.1440123872210582,1.2600317145176163,0.494140625,0.1142926686382581
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_expected_taboo_normal,47,512,-0.1406162204220891,1.2463488592177585,0.3828125,-0.1128225210639207
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_expected_taboo_normal,71,512,-1.48511839689066,1.5210796583713504,0.158203125,-0.976358068242662
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_expected_taboo_normal,101,512,-1.0964684346690774,1.4853667412858864,0.201171875,-0.7381802784407717
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_normal_expected_taboo,13,512,3.50076874345541,0.6222557600502977,1.0,5.625932242350699
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_normal_expected_taboo,29,512,4.458741714246571,0.6321150110279041,1.0,7.053687440511904
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_normal_expected_taboo,47,512,3.909395013935864,0.6146526958147235,1.0,6.360331680891682
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_normal_expected_taboo,71,512,3.6666181040927768,0.7954232385966493,1.0,4.609644182085658
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_normal_expected_taboo,101,512,3.784181697604557,0.8903239105580659,1.0,4.250342659260477
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_normal_taboo_expected,13,512,0.3306222790852189,1.0617584623548793,0.615234375,0.311391235207987
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_normal_taboo_expected,29,512,1.1358756987998884,1.1867229191968771,0.841796875,0.9571532498661102
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_normal_taboo_expected,47,512,0.9123272088666756,1.1499108710419574,0.798828125,0.7933894981269267
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_normal_taboo_expected,71,512,-0.3371275126313169,1.3563743920983482,0.35546875,-0.2485504847299361
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_normal_taboo_expected,101,512,0.1991022902851303,1.3837103548677254,0.55078125,0.1438901498313665
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_taboo_expected_normal,13,512,6.6239954546714825,1.5813258887845358,1.0,4.1888869977098295
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_taboo_expected_normal,29,512,7.7212773486971855,1.6120595985018038,1.0,4.7896972021835245
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_taboo_expected_normal,47,512,6.290771480339269,1.6052963622149587,1.0,3.9187601918311055
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_taboo_expected_normal,71,512,6.928259018808603,1.8335134719988797,1.0,3.7786790905089336
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_permutation_taboo_expected_normal,101,512,7.098980740023156,1.878260402312543,1.0,3.779550871265125
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_reversed,13,512,3.965925084116558,0.8282792752631879,1.0,4.788149604318392
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_reversed,29,512,4.8408793695271015,0.7153655240620697,1.0,6.767001213644
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_reversed,47,512,4.32282577889661,0.737802565521988,1.0,5.859054957118852
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_reversed,71,512,4.1064883433282375,0.7941522811186038,1.0,5.170907949221074
original_slot_margin,qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,taboo_vs_normal,letter_reversed,101,512,4.063754545524716,0.9565180328318884,1.0,4.248487123126655
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_canonical,13,512,0.0,0.0,0.0,
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_canonical,29,512,0.0,0.0,0.0,
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_canonical,47,512,0.0,0.0,0.0,
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_canonical,71,512,0.0,0.0,0.0,
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_canonical,101,512,0.0,0.0,0.0,
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_expected_taboo_normal,13,512,-3.752440611521403,0.6256527082307075,0.0,-5.99764144253924
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_expected_taboo_normal,29,512,-3.6904993851979575,0.5740719327750384,0.0,-6.4286358111225645
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_expected_taboo_normal,47,512,-3.6064200401306152,0.5513150403680598,0.0,-6.541486765394532
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_expected_taboo_normal,71,512,-3.928464492162069,0.6274693778780662,0.0,-6.260806711312489
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_expected_taboo_normal,101,512,-4.042654355367024,0.6660252434480393,0.0,-6.06982151973406
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_normal_expected_taboo,13,512,-2.842615127563477,1.2022265873587576,0.0,-2.3644587114052977
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_normal_expected_taboo,29,512,-2.4161883195241294,1.4155830437094823,0.0390625,-1.706850283535891
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_normal_expected_taboo,47,512,-1.9818648497263591,1.3919871174309073,0.158203125,-1.4237666605594366
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_normal_expected_taboo,71,512,-2.7480037212371826,1.217547245123506,0.0,-2.2569996624307005
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_normal_expected_taboo,101,512,-2.7149294217427573,1.1623637867439829,0.0,-2.3356968383777907
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_normal_taboo_expected,13,512,-1.4503358205159504,0.4085711483926875,0.021484375,-3.5497754215429764
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_normal_taboo_expected,29,512,-1.2534217834472656,0.4840859133352108,0.041015625,-2.589254818037474
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_normal_taboo_expected,47,512,-0.9428391456604004,0.4641866338944196,0.048828125,-2.031163925919615
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_normal_taboo_expected,71,512,-1.3623636563618975,0.3742659085252987,0.017578125,-3.640095518531066
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_normal_taboo_expected,101,512,-1.1972028414408369,0.3782694416094167,0.025390625,-3.1649472829396887
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_taboo_expected_normal,13,512,-5.360774358113607,1.0994064513467974,0.0,-4.876062307571998
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_taboo_expected_normal,29,512,-4.892316818237305,1.0581496677239537,0.0,-4.623463927140405
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_taboo_expected_normal,47,512,-4.476072788238525,1.014394088227445,0.0,-4.4125580385233
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_taboo_expected_normal,71,512,-5.2168073654174805,1.07167352899071,0.0,-4.867907272404694
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_permutation_taboo_expected_normal,101,512,-5.316893418629964,1.0968406148488483,0.0,-4.847462198837947
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_reversed,13,512,-0.9680658181508384,0.3188588349674801,0.0,-3.0360326012279693
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_reversed,29,512,-0.951004187266032,0.3948254587844005,0.0,-2.408669871983457
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_reversed,47,512,-0.9470375378926597,0.4169089050436701,0.0,-2.2715694638219825
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_reversed,71,512,-1.0185894171396892,0.2813221251971639,0.0,-3.6207227441702754
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,normal_vs_expected,letter_reversed,101,512,-1.1864622433980303,0.291914047052231,0.0,-4.064423262186288
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_canonical,13,512,0.0,0.0,0.0,
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_canonical,29,512,0.0,0.0,0.0,
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_canonical,47,512,0.0,0.0,0.0,
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_canonical,71,512,0.0,0.0,0.0,
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_canonical,101,512,0.0,0.0,0.0,
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_expected_taboo_normal,13,512,-4.884570280710856,1.407712728944206,0.0,-3.469862977210071
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_expected_taboo_normal,29,512,-5.1257204214731855,1.578189726476578,0.0,-3.2478480473426505
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_expected_taboo_normal,47,512,-4.938353697458903,1.319400681034492,0.0,-3.7428764199112954
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_expected_taboo_normal,71,512,-4.559612115224202,1.439770160530888,0.0,-3.166902773942009
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_expected_taboo_normal,101,512,-4.870479106903076,1.2829655969438083,0.0,-3.7962663367631935
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_normal_expected_taboo,13,512,-5.076087951660156,1.4302058574066996,0.0,-3.5492009247286265
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_normal_expected_taboo,29,512,-5.441822210947673,1.2865917240827665,0.0,-4.229641858474756
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_normal_expected_taboo,47,512,-4.772767702738444,1.2804521141156648,0.0,-3.7274081944366366
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_normal_expected_taboo,71,512,-5.069972197214763,1.2780833836770011,0.0,-3.966855576064709
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_normal_expected_taboo,101,512,-5.088804562886556,1.327229515198583,0.0,-3.834155663819123
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_normal_taboo_expected,13,512,-1.976822853088379,0.7574279162288956,0.0,-2.6099154925931995
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_normal_taboo_expected,29,512,-1.8483567237854004,0.8482425046586187,0.0,-2.179042801597504
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_normal_taboo_expected,47,512,-1.8831334114074707,0.7711327563991761,0.0,-2.4420352990849588
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_normal_taboo_expected,71,512,-1.5960714022318525,0.7726261940005359,0.001953125,-2.065774386922669
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_normal_taboo_expected,101,512,-1.830020904541016,0.7155208168038776,0.0,-2.5576067971235834
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_taboo_expected_normal,13,512,-2.576446056365967,0.8753302004596255,0.0,-2.943399022463872
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_taboo_expected_normal,29,512,-2.9733455975850425,0.796910879273325,0.0,-3.731089228316636
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_taboo_expected_normal,47,512,-2.6714065869649253,0.8087439991966956,0.0,-3.30315475554485
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_taboo_expected_normal,71,512,-2.8716700871785483,0.8288331291120593,0.0,-3.4647144115185275
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_permutation_taboo_expected_normal,101,512,-2.774533271789551,0.8106173832299338,0.0,-3.422740899947549
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_reversed,13,512,-6.162891070048015,1.7956875774970356,0.0,-3.432050846304966
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_reversed,29,512,-6.795956611633301,1.7550962493942646,0.0,-3.8721275907112136
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_reversed,47,512,-6.061291853586833,1.7514296172254242,0.0,-3.4607681598927145
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_reversed,71,512,-6.14407221476237,1.689812958507105,0.0,-3.6359480993627007
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_expected,letter_reversed,101,512,-6.282846132914226,1.7014797067210454,0.0,-3.6925777651630174
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_normal,letter_canonical,13,512,0.0,0.0,0.0,
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_normal,letter_canonical,29,512,0.0,0.0,0.0,
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_normal,letter_canonical,47,512,0.0,0.0,0.0,
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_normal,letter_canonical,71,512,0.0,0.0,0.0,
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_normal,letter_canonical,101,512,0.0,0.0,0.0,
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_normal,letter_permutation_expected_taboo_normal,13,512,-1.8815171718597408,0.9094181169863812,0.001953125,-2.068924223870413
semantic_minus_original_slot,gemma2_9b_it,google/gemma-2-9b-it,taboo_vs_normal,letter_permutation_expected_taboo_normal,29,512,-1.9227384726206465,0.8926928949671152,0.001953125,-2.153863308939493
