model_alias,model_label,raw_current_label_effect,raw_extraction_id_effect,raw_id_advantage,raw_profile,mapping_balanced_current_label_effect,mapping_balanced_extraction_id_effect,mapping_balanced_id_advantage,mapping_balanced_profile,id_advantage_reduction,id_advantage_reduction_ci_low,id_advantage_reduction_ci_high
qwen2_5_7b_instruct,Qwen,2.200424957229975,1.5457136731499233,-0.6547112840800519,Semantic label,2.963956303027873,0.00035681164597825554,-2.963599491381894,Semantic label,2.308888207301844,2.285672223184248,2.332241970599773
llama3_1_8b_instruct,Llama,0.07797345932987002,0.5597567439631179,0.4817832846332479,Extraction index,0.12163281702884927,-0.04812779015413036,-0.16976060718297958,Semantic label,0.6515438918162274,0.6451193929879698,0.6579681248214914
mistral7b_instruct_v03,Mistral,0.3449392940198619,2.015994368446252,1.6710550744263901,Extraction index,0.1917325659758514,0.36274475725515504,0.17101219127930342,Extraction index,1.5000428831470867,1.4858726346783035,1.5142653715468977
gemma2_9b_it,Gemma,0.5309401410229411,1.3526669036091115,0.8217267625861698,Extraction index,0.6175848806713836,-0.24437243132679531,-0.861957311998179,Semantic label,1.683684074584348,1.6700307685042617,1.6971877094156682
